,Date,BRL=X,CAD=X,CL=F,CT=F,ES=F,EUR=X,GBP=X,GC=F,JPY=X,MXN=X,NQ=F,SB=F,SI=F,YM=F,ZB=F,ZC=F,ZF=F,ZN=F,ZT=F,CarteiraRenda_Fixa,CarteiraMoeda,CarteiraEquity
4960,2019-01-07,0.013967405275348,-0.0087864020937334,-0.0083996069451934,0.0104420471618151,-0.004726609398445,-0.0123591188740542,-0.005850142473566,0.0045258970035665,-0.0015181353939412,-0.0011552770298279,-0.0040485505699189,-0.0042053401912775,0.0025742481307041,-0.0053796387788089,0.0021427886469399,-0.0065457288917055,0.0038776627754432,0.0029063940796189,0.0050113383295116,0.0034845459578784,-0.0026169450982957833,-0.0047182662490576005
4961,2019-01-08,-0.0039803318136258,-0.0059160604447969,-0.0167773132180047,-0.0143369125689241,-0.0021549385007507,0.0041830471761028,0.0055914953083555,-0.0077600052041416,-0.0026202512037216,-0.0024983733917072,-0.0031776171622245,-0.0042278556310223,-0.0016418303399517,-0.0020269504190587,0.0021590865116144,0.0058864749704606,-0.0007173266406708,0.0003056116656345,-0.0015178126815409,5.7389713759300066e-05,-0.0008734123948988666,-0.0024531686940113
4962,2019-01-09,-0.0060649412989971,-0.0043466966790803,-0.0013707254528929,0.0026215608909614,-0.0025071881651065,-0.0175483757760007,-0.0072107827945766,0.0058818831721446,0.009726796390301,-0.0084525950723385,-0.0013815112115686,0.0077299934483196,0.0056786809976775,-0.0029001945509121,0.0013061332395219,-0.0170392052201666,-0.0001214969503601,-0.0,-0.0,0.00029615907229045,-0.005649432538448701,-0.002262964642529067
4963,2019-01-10,0.0053284393618023,0.0034223064454118,0.0060311823064585,0.0034384077127127,-0.0002203850488992,0.0076975422036944,0.0053878582761919,-0.0030965305895005,-0.0018236962984425,-0.0052742370017833,0.000853557605977,-0.0043342325250724,-0.0009996150269881,7.142276159102819e-05,-0.0022069060993418,0.0057745870179027,-0.0022231616026582,-0.0023671269487297,-0.0012517172867236,-0.002012227984363325,0.002456368831145767,0.00023486510622294275
4964,2019-01-11,-0.0092428453827329,0.003576501213215,0.006705744784599,-0.0048741804765935,0.0032479527576222,0.0086543461190029,-0.0113432559351645,-0.0026179049307349,-0.0027127675081128,0.0005821943996388,0.0047123248792558,0.0011881711591139,-0.002030665764925,0.0020094912959389,0.0016309338225943,0.0007262656151693,0.00024953320208,0.0004775179390904,-0.0006353722247795,0.0004306531847463,-0.0017476378490255838,0.003323256310938967
4965,2019-01-14,0.0073715629423766,0.0011085448780692,-0.0102361489750823,0.0061620424991245,-0.0057158255881643,-0.0022084646539768,-0.0029474695442204,0.0038532643794927,0.0035674416259446,-0.0119920798705123,-0.0093763300426192,-0.0165409545211036,0.0040565781870705,-0.0028884416263018,-0.0,-0.0214015368319743,-0.0002535193911793,-0.0,-0.0004844262532747,-0.0001844864111135,-0.0008500774370531833,-0.005993532419028434
4966,2019-01-15,0.0036524779485726,-0.0021357066176056,-0.001235303276786,-0.009081143037247,-0.0017726253184485,0.0099114525304699,0.0003353733196279,-0.0072687180172999,-0.0068792892865509,-0.000151703781456,0.0007323753790005,-0.0003796250522523,-0.0011761654079457,-0.0041641330394618,0.0010678330643839,0.0077411710858278,0.001546329171035,0.0019714883289394,0.0013133630016073,0.0014747533914914,0.0007887673521763165,-0.0017347943263032667
4967,2019-01-16,0.0034872382557764,-0.0001185139575982,0.0015010641642333,-0.01081893920365,-0.0050981634808606,0.0033113647100934,-0.0016445369908492,0.0008129417957386,0.0068586817574955,-0.0067001229923133,-0.0038175793608939,0.0123416362902356,0.006436982941505,-0.0042657537881251,0.0007741142364999,0.016857100248065,0.002344158925769,0.0021532992400738,0.0018274107017972,0.001774745776034975,0.0008656851304340999,-0.004393832209959867
4968,2019-01-17,0.0028695535952232,0.0028787684127824,-0.0110480182668175,0.0046165681895058,-0.0084294053990275,0.0009784678826267,-0.0119783328391319,0.0133525738971843,0.0020252864798567,0.0086136240037492,-0.0051983445652096,-0.0070058019564182,0.0091947343669619,-0.0092418911648195,0.0025165681200259,0.0046836824815453,0.0040580780663463,0.0036712664269617,0.0041905027135027,0.00360910383170915,0.000897894589184383,-0.007623213709685534
4969,2019-01-18,0.0002582856751165,-0.000705588026331,0.0075582781450372,0.0074548962961973,0.0090975340517483,0.0049482210118036,0.015951689188684,-0.0016242358966747,0.0089922736299566,0.0069634913206391,0.0099985184299723,0.0038727937202442,0.0047920347419946,0.0073994063684706,-0.0044357310614344,-0.0074277369167242,-0.0040070581896514,-0.0043100566216263,-0.0033012900451728,-0.004013533979471225,0.006068062133311468,0.0088318196167304
4970,2019-01-21,0.0002422995184173,0.0027603095348516,-0.0,-0.0,-0.0,-0.0006935675451007,-0.0045144025636717,-0.0,0.0001581954547522,0.0043590651484307,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0003853165912798999,-0.0
4971,2019-01-22,0.0124375160767724,0.0085346553921052,-0.0003213937413557,-0.0039598999461916,-0.001485595650014,0.0009972772434509,-0.0078450724813373,-0.0008385803926645,-0.0056316244602753,0.0003904161110429,-0.0009071306942967,-0.001607466610938,-0.0040414321992688,-0.0041500230924346,-0.0022126792027729,-0.0006943021370761,0.0018226074400417,-0.0019934366268306,0.0013420604276496,-0.0002603619904780499,0.0014805279802931337,-0.0021809164789151
4972,2019-01-23,-0.009911259549218,-0.0020818058211678,-0.0033301689056671,0.0038867904005974,-0.0010243964622952,-0.0046223769012004,-0.0147437700656129,0.0056818793387667,-0.002486337920765,-0.0099110000017404,0.0007326838841871,-0.0004072562120085,0.0055644783505376,-0.0024144878384818,-0.0041466364193451,-0.0049435564473712,-0.0035505718774476,0.0038564997711922,-0.0023785465016177,-0.00155481375680455,-0.007292758376617417,-0.0009020668055299666
4973,2019-01-24,0.0015127236199738,0.0013354994834641,-0.0036750781739434,-0.0103282062421803,-0.0072397628347737,0.0145402287119278,-0.0045743002072736,-0.026277889413355,0.0019312675635776,-0.0007083123650404,0.0088689627557392,0.022345610704183,-0.0286506534161896,-0.0062979059350802,0.0034598910869147,0.0093261048736354,0.0035389810593358,-0.0036603526333251,0.0032549733523317,0.001648373216314275,0.0023395178011048835,-0.0015562353380382335
4974,2019-01-25,-4.0920209809976414e-05,-0.0186907557746986,0.0112000921695471,0.0028666898067398,0.0052563803252553,-0.018818749922219,-0.0101380257337978,-0.0064697691295329,0.0036756131668371,-0.001915024249325,-0.006727883881239,-0.0140413202000719,-0.0043570396904974,0.005902084170965,0.0,-0.0014252678499189,-0.0007815432886271,0.0009913486316411,-0.0005122782229375,-7.561821998087494e-05,-0.007654643787168879,0.0014768602049937667
4975,2019-01-28,-0.0020801577474389,0.0054697099878534,-0.0089146884764926,-0.0031310917477692,-0.000436006781041,-0.0030454571922794,0.0056729509938012,-0.0075698542701225,-0.0027703510834304,0.0038832598139343,-0.0048343915579061,0.0038274518357533,-0.004843635883271,0.0021563765016257,0.0028708547277391,-0.0072497181591462,-0.0025141122651604,0.0030187363019147,-0.0022564822418392,0.00027974913066355,0.0011883257954067,-0.0010380072791071335
4976,2019-01-29,-0.0087102537339001,0.0015562651164239,-0.0060701558259372,-0.0022144559415118,0.0107096939431913,-0.0009764052085095,0.0094824743939688,-0.0022327975635063,0.003146818775594,0.0042887827699007,0.0155632993741734,0.006255393973155,-0.0059705613778596,0.0113293999872885,0.0001596836508967,0.0117380209947022,-0.0034636943663338,0.0023518775355789,-0.0033277665636197,-0.0010699749358694752,0.0014646136855796337,0.012534131101551065
4977,2019-01-30,-0.0079763991388703,-0.0185645402682569,0.0028834087020433,-0.0004271986675163,0.0054687850160977,-0.0096400405901084,-0.0043377583187515,-0.0130700773052115,-0.0085199408754499,0.0011695411214035,0.0057443287531588,-0.007989673621676,-0.0090847795296809,0.0002135876176508,0.0051944333341128,-0.0136970187822114,-0.0046558296318884,0.0050810792588413,-0.0054312291738231,4.711344681064978e-05,-0.007978189678338918,0.003808900462302433
4978,2019-01-31,-0.0084358873476517,-0.0020795167373047,-0.0098553490140748,0.0082480062830524,-6.239039917841362e-05,0.0070554611015038,0.0009280055631294,0.0036875460970536,-0.0027029016692586,-0.0010028126599705,-0.0027431311174859,0.0051369947671439,0.0090661893418732,0.0005427492755896,-0.0037858514165309,0.0050051212758361,-0.0055039316744674,-0.0056307833778451,0.0042674688614084,-0.0026632744018587496,-0.0010396086249253836,-0.0007542574136915713
4979,2019-02-01,0.0032209833543144,-0.0037697079020362,0.0045677943213389,0.0096937537035939,0.0043138052710191,-0.0010738085250977,0.0039161271278102,0.003464548207854,0.0119248199732371,-0.0005109579497445,0.0045187168739932,-0.0100934070856816,0.0027536904659108,0.0052937156398089,-0.0034437287933106,0.0028825182306397,-0.0020173363317306,-0.0022286084976535,0.0018417606793405,-0.00146197823583855,0.00228457601308055,0.004708745928273733
4980,2019-02-04,0.0021750314988231,0.0024945554690305,0.0060181080660195,-0.0071419628388739,-0.0024937906154412,0.0035994027908142,0.0057523108926638,0.0001350547195605,0.0102967056437607,0.0006901494965538,0.0053589377135956,0.0011857455596823,0.0030575367996413,-0.0037686590591228,0.0021873040487714,0.0043798472883166,0.001525931199009,0.0016038195596789,-0.0005068974800016,0.0012025393318644251,0.00416802596527435,-0.0003011706536561332
4981,2019-02-05,0.0002950660780618,0.00108325556506,-0.0024009150943348,-0.0028910988160168,0.0003885081914186,0.0050765921316999,0.0092896516677954,0.0064421412180726,-0.0003897598964917,-0.0061186834557524,-0.0009335051341425,-0.0032210091017951,0.0088550692657518,8.394040328722322e-05,-0.000157342102307,-0.0022117360940313,0.0002576966405866,0.0001623757804705,0.0005153134037303,0.0001945109306201,0.0015393536817288334,-0.00015368551314555893
4982,2019-02-06,0.0060900057586682,0.0130558780289277,0.0094856866476237,0.009556225616977,-0.0067173507484692,0.0086005643217155,0.0028711963439721,0.0001379699547188,0.0006540839957052,0.007453702481205,-0.0070010995260801,0.0069061705826447,-0.00126295349485,-0.0055748560040288,0.0043192671993878,-0.0104997962270817,0.0039298652022675,0.0041269498406121,-0.0040132525784546,0.0020907074159531996,0.006454238488365616,-0.006431102092859367
4983,2019-02-07,0.0046634297039565,0.0140162020934803,-0.0005677907990241,0.0029606812078345,-0.0006019618796915,0.0053505399342858,-0.0018822953498844,-0.0060299045820859,-0.0043918912783476,-0.0030733920305627,0.0008889021463986,0.0008287478466818,-0.0066155531013718,-0.0014459629050006,0.0018890012476112,-0.0067745011263075,0.0010407763650917,0.0009801576881137,-0.0010393633139541,0.000717642996715625,0.0024470988454879834,-0.0003863408794311667
4984,2019-02-08,0.0031823870076601,-0.0051401351392068,0.0022335977597052,0.0232183199256817,0.0005436184047659,0.0028933173950265,0.0016103645060327,0.0094904023454394,0.0011049113449956,-0.0001616840843901,-0.0002005231950441,0.0016876842089918,0.00786833799503,-0.0018840400228322,-0.0025448135073202,-0.0045786533697473,-0.0029068364414784,-0.0026542979287212,0.0024636241015792,-0.00141058094398515,0.000581526838353,-0.0005136482710368
4985,2019-02-11,0.0062448745106325,0.0036734734039445,-0.0050801892176116,0.0085751006120472,-0.0100803298811147,0.0091954206082152,0.0096545706413138,-0.0031096471566669,0.0122635876801427,0.0196204564454999,0.0085044685079105,-0.0077414108833255,-0.0002052666131873,0.0116595964802215,-0.0020786964931797,0.0170738778966678,-0.0010565019199941,-0.001829810471215,0.0014126816444127,-0.000888081809994025,0.010108730548291431,0.003361245035672433
4986,2019-02-12,-0.0110999874679018,-0.0102118585919421,-0.0058823466199679,-0.0009072440933564,-0.0012946654513803,-0.0112902079568896,-0.0037089590443137,-0.0022948853484809,0.002348405291224,-0.0038770729508312,-0.0001817353403433,0.0042661916208443,0.0025036270492377,0.0024063811937288,-0.0011301933008327,0.001475316009943,-0.0029460965233852,-0.0021845235839783,0.0035741533759775,-0.0006716650080546749,-0.0063066134534424,0.00030999346733506664
4987,2019-02-13,0.0107048878709929,0.0043726379234408,-0.0037332560517792,-0.003105936333499,0.001659939525328,0.0140929277794173,0.0047502791265794,0.0014564277107226,0.0084546038687654,0.0147591967693807,0.0002874884318052,0.0060959070396352,0.0087687083079453,0.001813621413751,0.0039331363538791,-0.0119822612513715,-0.0042883219748352,0.0045744322721429,-0.0039050216841431,7.85562417609251e-05,0.009522422223096084,0.0012536831236280666
4988,2019-02-14,-0.0072572366176601,0.0054909279035474,-0.0086815669280963,-0.0010444201204067,-0.0094323403354573,-0.0060299613335862,0.0079948403409083,-0.0122780387464799,-0.0079791589047684,-0.012959338143166,0.0036728680776357,-0.0235491103325138,-0.0158886214120079,-0.0139492956417481,0.0003241498880777,0.0,-0.0018521477704476,-0.0013313507148451,0.0021142415918387,-0.00018627675134407504,-0.0034566544591208333,-0.0065695892998565665
4989,2019-02-15,-0.0177633790183874,-0.0084715606214519,-0.0036152952451824,-0.0022363882924394,0.000488352653788,-0.0005353172503365,-0.0146285294103622,0.0322066988471529,0.000542798491724,0.0002214195554061,0.0003789869531902,-0.0082899397757369,-0.0153400344748771,-0.0001465310908369,0.0014825584316782,-0.015221170072628,0.002003778437366,0.0018545674808782,-0.0019530818412871,0.000846955627158825,-0.00677242804223465,0.00024026950538043337
4990,2019-02-18,0.0197184652758556,-0.0007356613887112,-0.0,-0.0,0.0,-0.0028253866428766,-0.0024629757818696,0.0,0.0005729825404372,-0.0015113629208919,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0021260101803239166,0.0
4991,2019-02-19,-0.0020805904125884,-0.0037566418853738,-0.0061389950555363,0.0015734287409095,0.00237797021337,-0.0063710194738884,-0.0183489130384118,0.0041077522720236,-0.000409969401127,-0.0087572579606012,0.0004350035726021,-0.0035770535893332,-0.0141249479681533,0.0024529492941731,-0.0013566104111535,-0.0030603039197213,-0.000548993618057,-0.0006932864962956,0.000730084632292,-0.000467201473303525,-0.0066207320286651,0.0017553076933817333
4992,2019-02-20,0.0004370482130211,-0.005916621227468,-0.000294877435779,-0.0235481038348602,-0.0037246954191685,-0.0006916806194579,0.0020781645516868,-0.0257700563249701,0.0042338475704094,0.0066703850258107,-0.0034253835171608,0.0080185582986316,0.0239978044638138,-0.0040201925832581,-0.004468049030114,-0.0147064421227537,-0.0029277918467432,-0.002816139578518,0.0024092010621732,-0.0019506948483005,0.0011351905856670167,-0.0037234238398624665
4993,2019-02-21,0.0094371149167698,0.008542956334913,-0.0022469217391778,0.0038504883163112,0.0050500798105214,0.0007033677361783,0.0004880534970932,-0.0067113553950385,-0.0012652169905002,0.004862694960752,0.0048409744042584,-0.0052982122364278,-0.0071399106930554,0.0052719705671592,0.0033856382769224,0.0007460452417984,0.0034889124574482,0.0026468423669173,-0.0035413877049592,0.0014950013490821748,0.0037948284092010165,0.005054341593979667
4994,2019-02-22,-0.0044331526301031,-0.0145208004363595,0.0134807115755586,-0.0010095230928288,0.001721127558629,0.0001648900699591,-0.0032013682356795,-0.0039141900697706,0.0014446690085352,-0.0127452422671455,0.0033976145886859,-0.0110384158756932,0.0050757356421288,0.0030473013270003,-0.0015164018325743,0.0144207009656677,-0.0015304467510248,-0.0012412134673123,0.0016720507476233,-0.000654002825822025,-0.005548500748465549,0.0027220144914384004
4995,2019-02-25,0.0009163358349592,0.0082280279070883,-0.0001530573138701,0.0122962283428119,-0.0016704417312598,-0.0054799235146658,-0.0082346027122577,-0.0009616610913804,0.0062831358448724,-0.0006624399469241,-0.0007322820697888,-0.0090928942039888,-0.000124116752567,-0.0019720610782856,0.0037561149325795,0.0127942213287524,0.0029566227733299,0.0034152514844144,-0.001502566236916,0.00215635573835195,0.0001750889021787166,-0.0014582616264447335
4996,2019-02-26,-0.0007489632597505,-0.0035151373866618,-0.0112007319081184,-0.0038966311758843,0.0010812953594297,-0.0056060241921135,-0.0174371120056475,-0.0090392364933478,-0.0113208345088142,0.0056762378325267,0.0003725035059797,0.0012605699802241,0.0097789840415428,-0.0009381434903303,-0.0067706634876718,0.0075276073388604,-0.0035301892708734,-0.0046623882714126,0.0028554038543421,-0.003026959293903925,-0.0054919722534101335,0.00017188512502636666
4997,2019-02-27,-0.0045729660144513,-0.0026188992137248,-0.0021141229434098,-0.0063512964799633,-0.0032158394325925,0.0028676031312157,-0.0077362313621805,0.0059973422656251,0.007040090470313,-0.0018304985657125,0.0018216613498049,0.0076712666806905,0.0085013327616541,-0.0031253808441991,-0.0022471362948468,0.0053493607072003,-0.0014036012176508,-0.0019325071235446,0.0009532656761189,-0.0011574947399808251,-0.0011418169257567336,-0.0015065196423289
4998,2019-02-28,0.0047506113296535,0.0030243888591772,0.0108453304949121,-0.0114282101176323,0.0064605446527509,0.0015121197572628,0.0069468863520783,0.0202949084010358,0.011444866840792,0.0089139546508903,0.0051544021214112,-0.0047781080931068,0.0236486857604807,0.0039475559485376,0.0034064463353895,-0.0062244598513501,-0.0039817282655797,-0.0035512287698277,0.0036768253519535,-0.00011242133701609995,0.00609880463164235,0.005187500907566567
4999,2019-03-01,-0.0061797215623161,0.0189363419118008,-0.0061341676061264,0.0085733221265972,-0.0043242243638718,-0.0005611327816384,0.0032861836706219,0.0136773227878182,0.013294071217525,0.0002258856860644,-0.0009932383735213,0.0115342307502817,0.0092097386053752,-0.0073372613536332,-0.00308780405593,-0.0031155725452014,-0.0023951341320754,0.0026559466979152,-0.0019237672517188,-0.0011876896854522499,0.004833604690342934,-0.004218241363675434
