,Date,BRL=X,CAD=X,CL=F,CT=F,ES=F,EUR=X,GBP=X,GC=F,JPY=X,MXN=X,NQ=F,SB=F,SI=F,YM=F,ZB=F,ZC=F,ZF=F,ZN=F,ZT=F,CarteiraRenda_Fixa,CarteiraMoeda,CarteiraEquity
3132,2012-01-04,-0.0074836371353111,0.0032090875205982,-0.0065615425483061,0.0061638714416055,-0.0,0.0129149320200058,0.0037861489886865,0.0029076474249474,0.0003375208138218,0.0038243859301708,-0.0029637958297058,0.0246713774097733,0.0021549420449031,-0.0013576068195662,-0.0003320341566296,0.0143924185950243,0.0007071438821987,0.0007136893192913,0.0008017219381699,0.000472630245757575,0.002764739689662,-0.0014404675497573334
3133,2012-01-05,0.0115912486259687,0.0087555647593326,-0.0011860235537547,-0.0059751782349739,-0.0006120159079006,0.014054284140578,0.01200859116518,-0.0012919558222484,-0.012612903651736,-0.0017621447007099,0.0035540573489807,-0.002963228746292,-0.0065830089132672,-0.0012160208177381,0.0020269853334748,-0.0,0.0015560144234345,0.001656016150648,0.000814680285962,0.001513424048379825,0.005339106723102234,0.0005753402077806666
3134,2012-01-06,0.0021242920067773,0.0133569680812548,-0.0012078868398593,-0.0030901923534981,-0.000621689964178,0.0119762715851355,0.009143687092011,-0.0034299911376228,0.0067470667514482,-0.0019868414778029,-0.0015480198670897,-0.0009327946429577,-0.0010652718743208,0.0015751776852406,-0.0003394476958334,0.0082635818509968,0.0014535680688532,0.0007321204582865,0.0024835919088026,0.001082458185027225,0.00689357400647065,-0.00019817738200903338
3135,2012-01-09,-0.0030902090038024,-0.0091905596648453,0.0045763238363301,-0.0027962528881229,-0.0053047478237887,-0.0097999539323363,-0.0044043662841679,0.0095658108848274,0.0014169717368352,-0.0045717889938669,0.0048001067347491,0.0003784354860613,0.0116202743302597,0.0030245141461407,-0.0001726716032218,-0.0,-0.000981473781697,-0.0009556909455856,0.0,-0.0005274590826261,-0.0049399843570306,0.0008399576857003668
3136,2012-01-10,-0.0200132821799442,-0.0078665834589785,-0.006774850230707,0.00048894987171,0.0011420151962172,0.0024535388277276,-0.001748640887007,0.0032823145637449,0.0002883461832562,-0.0024362514281617,0.0010094741238117,-0.0071246650167019,0.0008046498015833,-0.0001154552311019,0.0032491706535109,0.0004906124634045,0.0028647208156037,0.0033441456515762,0.0042430299700386,0.00342526677268235,-0.004887145490517933,0.0006786780296423332
3137,2012-01-11,0.0020729733023901,0.0020918071924986,-0.008921200122813,0.0065234323894507,-0.0018031562360917,0.002893664469075,0.0159716281391182,0.003272668839134,-0.0002346261013082,-0.0050703041347926,0.003367588907865,0.0080081560403906,0.002545715730367,0.0014673653770982,-0.001219619606584,0.039925890370293,-0.0011237244857477,-0.0016109292370143,0.0008412765441635,-0.000778249196295625,0.0029541904778301836,0.0010105993496238334
3138,2012-01-12,-0.0105503249420344,-0.0002829661778897,-0.0020511872042383,0.001240476989402,-0.001436479481665,-0.0101026901538649,-0.0006873654499382,-0.0068936443608702,0.0023544692227459,0.0047136861149163,-0.0014798513490808,-0.0111264701011887,-0.006564742489436,-0.0013698316516279,0.0040736432531041,0.0101946617595926,0.0040533270816821,0.0040254859070321,0.0017102994723224,0.003465688928535175,-0.0024258652310108334,-0.0014287208274579002
3139,2012-01-13,0.004663144188772,0.0090633886001432,0.0105109414314565,-0.0156235532082354,-0.0001329208295719,0.0182246892869542,0.0048106970151167,0.0103027357137449,-0.0039715405382382,-0.0034518522357439,0.0048952091688501,-0.000378023171325,0.006917771970175,0.0018182721841657,0.0004346034690888,-0.0038960496482056,0.0003760572710295,0.0003223559208061,0.0008672062228999,0.000500055720956075,0.004889754386167333,0.0021935201744813
3140,2012-01-16,-0.0054518273515011,-0.0095928925259528,0.0,-0.0,-0.0,-0.0020318816223445,-0.0028815368353093,0.0,0.0027588892875038,-0.0092068478293586,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.004401016146160417,0.0
3141,2012-01-17,9.654977636121152e-05,-0.00403112480659,-0.0006238716625533,0.003652788012826,0.0071428347631274,-0.0080708377763909,-0.0016005997980489,0.0017824711781053,-0.0,-0.0085071251043418,0.0094819259818395,-0.002733350530511,0.0046173004449014,0.0052493259452213,-0.0027823940176467,0.0092912410938019,-0.0019433694525572,-0.0023318440325099,-0.002687738148369,-0.0024363364127707003,-0.0036855229515017317,0.007291362230062733
3142,2012-01-18,-0.0054958880173758,-0.0048297860629469,-0.0010581563545279,-0.0036130886143725,0.0045302985809641,-0.0121398013726191,-0.0108250971708728,-0.0022689333180324,0.0016799534780176,-0.006255957988415,0.0014511296179842,-0.0120209122396161,-0.0003617539361819,0.0052205415175573,-0.0039806651968656,-0.011286988719097,-0.0035312481346049,-0.0040292024712358,-0.0008956101032564,-0.003109181476490675,-0.006311096189035334,0.0037339899055018667
3143,2012-01-19,-0.0063956846539229,0.0,-0.0103981424959916,-0.0024480758183504,0.0001384096080042,-0.009759151143879,-0.0068203180572282,0.004110377630651,-0.0100923749727879,-0.0044267247803488,0.0029452486832207,-0.0053288782993558,0.013405386618154,0.0042433099594404,-0.0027089060282242,-0.004814603882767,-0.002864417134999,-0.0031087301101844,-0.0018160613841583,-0.0026245286643914747,-0.0062490422680278,0.002442322750221767
3144,2012-01-20,0.0023391701034013,0.0052922576398709,0.0061195356118347,-0.0044354878294967,0.000140676890723,0.0079225752893371,-0.0067193844950896,0.0061708893909617,0.0038374435459084,-0.0020938764799545,7.846366506716602e-05,-0.0013332471162792,0.0063920701564356,-0.000255798707001,-0.002099297551998,-0.0074590831953213,-0.0011761811648835,-0.002005589939682,0.0009159182801512,-0.001091287594103075,0.0017630309339122668,-1.2219383736944663e-05
3145,2012-01-23,-0.0041698860109822,-0.0115911050399186,-0.0034385039678458,0.0068987052997562,0.0002859648124127,-0.0139916642532823,-0.0039385585626028,-0.0059639703511072,-0.0012995403846938,-0.0041836127466351,0.0007974797049655,0.0013516922283232,-0.0032669014808939,-0.001560313021161,0.0,-0.0089210340636434,0.0009286275486398,0.0007897494953316,0.0,0.00042959426099285,-0.006529061166352467,-0.00015895616792760002
3146,2012-01-24,0.0033577798514163,0.0024531838243999,0.0025062989998237,0.0074333825734956,0.0050857390981219,-0.0013541829381051,-0.0057106108379419,0.0156558866422094,-0.02267061852348,-0.0063526200820294,0.0074519951022147,0.0074769492084858,0.0128549708854282,0.0040999250180243,0.0018837395596335,-0.003645724915511,0.0086151053124103,0.0049218507862963,0.0066230563666138,0.005510938006238476,-0.005046178117623367,0.0055458864061203
3147,2012-01-25,0.000847771670726,-0.0071038751790984,0.0016896789932189,0.0079851828362448,-0.0029271727987761,-0.0064399357271439,-0.0040840003814708,0.0111156440841768,-0.0025227249725732,-0.0033092247881931,-0.0023500851209717,-0.004417412667895,0.0064452034926348,-0.000267241187114,0.0032201419340513,-0.0,0.0036564686198084,0.0047809218277264,0.0027108151079813,0.00359208687239185,-0.003768664896292234,-0.0018481663689539334
3148,2012-01-26,0.0497687870579045,-0.0031291932232287,-0.0007991094737492,-0.0001222330370204,0.001637644969609,0.0014294264282487,-0.0025673917560103,0.0022641772863805,0.0095622930966763,-0.006424364242343,0.0009888322754942,0.0104883221314544,0.000472009003816,-0.0047544319610178,0.0017842241303297,-0.0063731005299896,0.0007279879365931,0.0019530209523914,0.0009113243719491,0.001344139347815825,0.008106592893541249,-0.0007093182386381999
3149,2012-01-27,-0.0426452470965764,-0.0015923735767909,-0.0045321188873702,0.0090691471411765,0.0021205051667275,-0.0113718851789678,-0.0051618219916161,-0.0003337300487044,0.022504581959995,0.0049691101591502,0.0019246712144462,0.0073803159997224,-0.0026624918771821,-0.0008276183742715,0.003595303250494,0.0087783046407935,0.0012329365201011,0.0021907567132284,0.0,0.001754749120955875,-0.005549605954134333,0.0010725193356340664
3150,2012-01-30,0.0025668107075977,0.0016205490256159,-0.0017783538862006,0.0056839308245216,0.0004623449745021,0.0067339076663077,0.0019418403150562,0.0028844950246199,0.0108126744612352,0.0075955347271931,0.000763977009679,0.0043987042337284,-0.0028726997747244,-0.0017535690785511,0.002431588731573,-0.0064689982917025,0.0012512825412289,0.0015461580320281,-0.0028241524701914,0.00060121920865965,0.005211886150500967,-0.0001757490314566667
3151,2012-01-31,-0.0004686131579326,0.0009535921221315,-0.0052560033401793,-0.0009026251166186,-0.0072094714517842,0.0062378915172391,-0.006567655537237,0.003992998801739,0.0026219104252844,-0.0148683304044695,0.008018879998495,0.001070845903599,0.006061287395187,0.0054229469925812,-0.0032829072511518,-0.002671787106047,-0.0007619769406672,-0.0019012827837516,-0.0009389442573718,-0.0017212778082356002,-0.0020152008391640165,0.0020774518464306666
3152,2012-02-01,-0.0041648975558559,-0.0091517678693681,-0.0077048090505426,-0.0053659960601379,-0.001882278595683,-0.0092988828020287,-0.0104550044544803,0.0042058007222815,0.0024005611370113,-0.0082547080388101,0.0013789127472142,0.0024003521966685,0.0041291936130744,0.0009341727506217,0.0007527268000508,-0.0009005184644585,0.0007732235259999,0.0013554667749735,0.0,0.0007203542752560499,-0.006487449930588633,0.00014360230071763336
3153,2012-02-02,-0.0044182777915905,0.0032016786189752,0.0092938428586867,-0.0139648554207288,-0.0103427302279476,0.0032946414081427,0.0050898767618966,-0.008272869382186,0.0002714966816584,-0.0118294610478295,0.0110234110865867,-0.010246523940846,-0.0047343647132198,0.0092699048737527,-0.0066817940160406,-0.0013713140898404,-0.0056311249438315,-0.0061821646009116,-0.0048357106103005,-0.00583269854277105,-0.0007316742281245165,0.0033168619107972665
3154,2012-02-03,-0.0009296695178161,-0.0100571755764055,-0.0057511526150668,0.0001886704407314,0.0,0.0010179830446785,-3.1901329724739914e-05,-0.0066791262668353,-0.0113766403006715,0.0004499769780743,0.0009512865004225,-0.0121822586683342,-3.409019372404173e-05,-0.0012342639274729,0.0025628670384977,0.0002318252979823,0.0023938959891765,0.0024100349201125,0.0028217019055922,0.002547124963344725,-0.0034879044503108403,-9.432580901679998e-05
3155,2012-02-06,0.0028405260073923,0.0046348291347378,0.0094632140605905,0.0111302105005702,0.0036801273476061,0.0005704669934572,-0.001270984294088,0.0105903030167704,3.0159921574459923e-05,0.0008221787987052,0.001229438831709,0.0021029777383384,0.005120909250333,0.0040601831156435,-0.0028358467982358,0.0018862577169881,-0.0039353431883058,-0.0036347776762646,-0.0047293800923484,-0.00378383693878865,0.0012711960936298268,0.0029899164316528667
3156,2012-02-07,0.0003413336355059,-0.0019721034393234,0.0018632865348415,0.0061446953685403,0.0014567630857517,-0.0132280863544933,-0.0106083848048003,-0.0075625511977748,-0.0073636774251277,0.0043280890199757,0.0055277474398654,-0.0017158168108439,-0.0056895099095851,0.0008957068587648,-0.0002770656930247,-0.0002402168851209,-0.0006281345636909,-0.000438958825499,-0.0009228547327583,-0.000566753453743225,-0.004750471561377183,0.0026267391281273
3157,2012-02-08,-0.0021850609130324,0.0021831664515909,0.0071109670891465,0.0213788993639948,0.0008215354349653,0.0,0.0106505116948275,0.0043445125246994,-0.0082996069717222,-0.0034946266727832,0.0058438899642349,-0.0010864202332643,0.0024958369896616,-7.582049661600925e-05,-0.0020671203485349,0.0053714296871258,-0.0030636140793741,-0.0022317153396063,-0.0037460262527645,-0.0027771190050699503,-0.00019093606851989988,0.0021965349675280633
3158,2012-02-09,-0.0010259921676484,-0.001963093600241,-0.0073372206510764,-0.0014801980600363,-0.0051736337632215,-0.0031138852604196,0.0,-0.0070937923578525,-0.017573554519762,0.0107335129028764,-0.0045308783074483,-0.0030863382980724,-0.003679614726932,-0.0057798241094413,0.0038139285782885,0.0052247561530296,0.0038349593324172,0.0043966021467399,0.0,0.0030113725143614,-0.0021571687741991,-0.005161445393370367
3159,2012-02-10,0.0011890873781314,0.0088997688873955,0.0142913673904963,-0.0059332815480628,0.0057529511834984,0.0044174551639588,0.0041065046269339,-0.0001374541013761,-0.0019958679570419,-0.0053933955972345,0.0070666745942706,0.0006677142001991,0.0014652079748109,0.0053076343206485,-0.0012182186443427,-0.0078624282784547,-0.0029133840078034,-0.0018793977619268,-0.0056683798694923,-0.0029198450708913005,0.0018705920836905334,0.006042420032805833
3160,2012-02-13,-0.0013156273669045,0.0014441285513946,-0.001040556211294,-0.0047509302437223,-0.0008518911127714,0.0085215376264995,0.0076585005732019,-0.0033073558910412,0.0056635461121786,0.0017048270163028,0.003042865409645,0.0088348152950268,-0.0045769653783524,0.0003935226417538,0.0036218194244828,0.0060474830542885,0.0017781258843235,0.0029088076858682,-0.0009126461871172,0.001849026701889325,0.003946152085445483,0.0008614989795424667
3161,2012-02-14,0.0003351177897043,-0.0043980603470323,0.0066046076617714,-0.0016324644244473,-0.0038105155714513,0.002624416894329,0.0047265946450581,0.0049318032757798,-0.0256412503351797,0.0121883248806389,-0.0069152788104008,-0.0055301864312131,0.000758921398189,-0.00615851610989,-0.0007522938546124,0.0066730286936599,0.0014121833668488,0.0003357065112679,0.0018543357481864,0.000712482942922675,-0.0016941427454136165,-0.005628103497247366
3162,2012-02-15,0.0043886504446877,0.003353071445296,0.0031761826045939,0.0003308325231616,0.0087946331597061,0.0083800158794415,0.0003408067574309,0.0002387859822576,-0.0032716251711051,-0.0068825254602542,0.0135623950263381,-0.00230723334064,0.0004108308710554,0.0086623199288793,-0.0031570460921562,-0.0096712171198393,-0.0059832770508128,-0.0043220017488044,-0.0037443443652778,-0.0043016673142628,0.0010513989825828,0.010339782704974501
3163,2012-02-16,-0.0046399319683902,-0.0067853668497342,0.0058538407966759,0.0067310844796299,0.0035083545892187,-0.0076071221738723,-0.0166374860140761,-0.0011165318503007,-0.0095129120820454,-0.0058937910008065,-0.0042417779390714,-0.0007004048166366,0.0020117223555536,0.0047665014870658,-0.0005778565645746,-0.0056633661692519,0.0002499807687316,-0.0004496725827917,0.0018635140566534,0.000271491419504675,-0.008512768348154115,0.0013443593790710333
3164,2012-02-17,-0.0024068712255686,-0.0101220501995551,0.016415943402933,0.0013735636435348,0.0001775963805941,-0.0110761354321046,-0.0082869254469184,0.0161027568040414,-0.0266456922089129,-0.0007437446153075,0.0033621970055188,-0.0173076716258926,-0.0161650099908862,0.0013056044718632,-0.0017641601922281,0.0126478085734406,-0.0025411072871155,-0.0020577398273089,-0.0018806506428321,-0.00206091448737115,-0.009880236521394517,0.0016151326193253668
3165,2012-02-20,0.003127828921151,0.0067251763148103,0.0,-0.0,0.0,0.0024562079867062,0.0055669636172156,0.0,0.0050432616764238,0.0054241497440861,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.004723931376732166,0.0
3166,2012-02-21,-0.0010790807121246,0.0032723015178009,0.0026850872000328,0.0190681246734577,-0.0029343617199266,-0.0042795145249885,0.0052245634667288,0.0061941084211463,-0.0061517450226752,0.0056310639541173,-0.0047091116540612,-0.0092739802573543,0.0022142890645473,-0.0024424565973122,0.0023284136146272,-0.0092303709620337,0.0032542354633415,0.0030577538265455,0.0029025417663151,0.002885736167707325,0.0004362647798097833,-0.0033619766571000003
3167,2012-02-22,-0.0038256011901457,0.0064273880187881,0.0095755360669001,0.00765354148922,0.005216056930261,-0.0014039682551795,0.0165593001113978,0.0071871059715318,-0.0114614932005459,-0.0023651607196386,0.0085616532535177,-0.0040212073906528,-0.0169383978507679,0.004963499212584,0.0014197281417227,-0.0013020099919142,-0.0002593640109191,0.0011731414909181,-0.0019355474152955,9.948955160655001e-05,0.0006550774607793664,0.006247069798787567
3168,2012-02-23,0.0031977758216484,-0.0052789881974783,0.0118703771659445,-0.0169998083061955,0.0001879770684146,-0.0133801933914231,-0.0098960514282173,-0.0047358353949604,0.0088677314480955,0.0078606527819603,0.0002920028614453,-0.0056307278539539,0.00257521412524,-0.0011235313749791,0.001024365299603,-0.0013210765321295,-0.0014505162633046,-0.0001188897842644,-0.0029363864833202,-0.00087035680782155,-0.0014381788275690836,-0.00021451714837306666
3169,2012-02-24,-0.0025989748492051,0.004764068115755,-0.0072603790384295,-0.0036795189158621,0.0030563159096684,-0.0103871119157425,-0.0188209417304493,-0.000735792569782,-0.0389687226826117,-0.0026998115530779,0.0025704855754674,-0.0070066186252709,-0.0022794347147409,0.0007027812808928,0.0032163829742009,-0.0040213090490948,0.0044126885569225,0.0033850374269765,0.0058982067671924,0.004228078931323075,-0.011451915769221915,0.0021098609220095333
3170,2012-02-27,-0.0002992187265381,-0.0030038051993054,-0.0121986687236165,-0.0084874831633747,0.0032910921951865,0.0067487726639438,0.0069156963880442,0.0066839963101332,0.0206644185858736,-0.0043432140522614,0.0096263667994584,0.009258416302222,0.0203474388044091,0.0024992373385679,-0.0005153413117595,-0.009732618824401,0.0002626364844952,0.0003609769029811,0.0009406755864357,0.000262236915538125,0.004447108276626117,0.005138898777737599
3171,2012-02-28,-0.0035654044728816,-0.0089621212216302,0.0031549047548226,0.0119743616529478,-0.0054922271129888,-0.0079648051205845,-0.0114121171477876,-0.0385998727365785,-0.0003083582236133,0.0023404980942669,-0.0036016655752308,0.009814171659976,-0.0292487850202313,-0.0054327780095346,-0.0024112091915379,-0.0032031382609672,-0.0036045173618268,-0.0031797530119769,-0.0038191110915482,-0.00325364766422245,-0.004978718015371717,-0.004842223565918066
3172,2012-02-29,0.0083832052558619,-0.0108841920526313,0.0108599639140028,0.0094244955247263,0.0079396845339851,0.0178656963746037,-0.0001934568911899,0.0047117744491039,-0.0155833216617517,-0.0134869222048149,0.0082093523593203,0.0186903897143299,-0.0110001535785142,0.003299854247374,-0.0040273711412264,0.0029688264230238,-0.001329728191396,-0.0029380330500272,0.0028457495503584,-0.0013623457080727999,-0.002316498529987033,0.0064829637135598
3173,2012-03-01,-0.0013615565391864,-0.0064924402789575,-0.0129224660450276,0.0068568991103397,-0.0045741208818405,-0.0001927486908633,-0.0045927194100358,-0.0052067737758227,0.0029700671645769,0.0018295742888219,0.0001016313585936,-0.0024926109151584,-0.0117135211778036,-0.0004643897841178,0.0025379671488344,0.0057708863411318,0.0047220534195822,0.0039347047395041,0.0028499836300317,0.0035111772344881003,-0.0013066372442740333,-0.0016456264357882335
3174,2012-03-02,0.0070680979845066,0.0086799220860795,0.0001205242291073,-0.0367879915936594,-0.0034260166065871,0.0152276669262304,0.0166400328320886,-0.0025005316518248,0.0097864784757387,0.008963036861867,-0.011352589914303,0.0064169520203901,-0.0087697942874679,-0.0006608875621817,-0.0010574946656674,0.0080021115616195,-0.0031646900817746,-0.0014568964760632,-0.0057136497911587,-0.002848182753665975,0.0110608725277518,-0.0051464980276906
3175,2012-03-05,0.0037905850686115,-0.0091465474504979,-0.0123695946542195,0.0018420096811146,-0.018412252075158,-0.0042856916622595,-0.0053796539261043,-0.0138822112212454,-0.0021023536913111,0.0176620538267167,-0.0108529951796277,0.0147236430125978,0.0098548899327907,-0.0208268381112493,0.0037645603115819,-0.0090752157900264,0.0038272924853412,0.0040628285232605,0.0064332466436989,0.0045219819909706254,8.973202752589973e-05,-0.016697361788678335
3176,2012-03-06,0.009671781326077,0.0150716063777445,0.0089610703873018,0.0054702393108887,0.0084889089584451,0.0113198348503126,0.0197073963567244,0.0052310319151306,-0.0167897946713678,-0.0107800565007562,0.0078558306316735,0.0030477799898609,-0.0089045560711185,0.0088496289636068,-0.0016959789810538,0.0158279135204316,-0.0023528936437491,-0.0015791314656354,-0.0069809857126461,-0.0031522474507711,0.00470012795645575,0.008398122851241798
3177,2012-03-07,0.002885497286577,-0.0057803448540798,0.0025534359128554,0.0107313888158696,0.0108334298634162,-0.0018151528173107,-0.0015140422649146,0.0065292635423267,-0.0128042664186162,-0.0208906547142397,0.0118600556137844,-0.0009574415687952,-0.0026718919619452,0.006363730999703,-0.0027970693386902,-0.0013731274929879,-0.002107934305093,-0.0023380859839752,-0.0016438254868661,-0.002221728778656125,-0.006653160630430667,0.009685738825634532
3178,2012-03-08,-0.0020210187026983,-0.0159652767898069,0.0050470126680422,0.0039082973246846,0.00467555139545,-0.0148858212928683,-0.0110888183063163,0.0056435268796543,0.0045013635629709,-0.0038986322431933,0.0043411010258996,0.0072866575214678,-0.0042275076465712,0.0018283869164498,-0.0013027063051835,-0.0100311697581594,-0.0018633014660468,-0.0012413875833373,-0.0033310584741884,-0.001934613457189,-0.0072263672953187,0.0036150131125998
3179,2012-03-09,0.0127150755673759,0.0,-0.0065644164164529,0.0047012486032216,0.0,0.016306733256827,0.0189110814987443,-0.0051749480827198,0.0149332828131833,0.0014745557855516,0.0012257843030486,-0.0027274001648517,0.0087954534057719,0.0032480478060168,0.0007727171986269,-0.0192277480326382,-0.0010777032668079,0.0001260205298645,0.0008334684356074,0.000163625724322725,0.010723454820280351,0.0014912773696884667
3180,2012-03-12,0.0043166966268344,0.002218021619201,0.002326567678069,-0.0002404646500085,0.019004351795766,-0.0045393754226748,0.0022089861906411,-0.0024774757246445,-0.0001839544998921,-0.010467642558908,0.0191892062237031,-0.0090145456062247,-0.0019127235209711,0.0197450868587208,-0.0045890320409612,-0.0025607898151129,-0.0050628774240907,-0.0048685832996304,-0.003382212669483,-0.004475676358541325,-0.0010745446741330666,0.019312881626063302
3181,2012-03-13,-0.0033668188831369,-0.0065420265112724,-0.0081529076970871,0.0054976231877989,-0.0015150031409446,0.0094059614069521,-0.0061945578853865,-0.0235003760830858,0.0111525898347632,0.0179919585211859,0.0033507045216875,-0.0076452933070666,0.0158931022308666,0.0016824583657239,-0.0093323335453434,0.0046679896528446,-0.0114009468689178,-0.0100732018021923,-0.0110034640249908,-0.010452486560361076,0.0037411844138508996,0.0011727199154889332
3182,2012-03-14,0.005528855564704,0.0113994205036655,-0.0020650266623681,-0.0012498930047989,0.0057719489584925,0.0062343362108792,0.0062699248474436,0.0072793876212823,0.0163562539272567,-0.0065028961562043,0.0037956478629499,-0.0259434722174153,-0.006289903213396,0.0038660925115399,-0.0003053281461056,0.0005274277001141,0.0021911502449353,0.00078417471565,0.0044010597823959,0.0017677641492189,0.006547649149624118,0.004477896444327434
3183,2012-03-15,-0.0018377435323621,-0.0030576086280133,0.0128148670074484,-0.0008868403305514,0.0031046186489607,-0.0060875631364294,-0.0060092894209676,-0.001570072319664,-0.0062885084522403,4.793389767077496e-05,0.0016190647633065,0.0019190690403286,0.0013713052963033,0.0058979876753582,-0.000310657996166,-0.0042913760726101,-0.0009251654060695,-0.002157247592357,0.0014313687875415,-0.00049042555176275,-0.0038721298787236544,0.0035405570292084665
3184,2012-03-16,-0.0008883964935216,-0.0025917631142305,0.0065792890427613,-0.010282484885235,-0.0013768791950181,-0.0106667126871852,-0.0163359147586641,0.0050655067711551,-0.0007628176082306,-0.0021061265354229,0.0032866870260157,-0.0054321685700764,-0.0041154207701727,-0.0124703884210344,-0.0035822570156132,-0.0102819796710136,-0.0048220483267279,-0.003798365098185,-0.0036164841204139,-0.0039547886402349994,-0.00555862186620915,-0.0035201935300122667
3185,2012-03-19,0.0110367635121576,-0.0070663463843157,-0.0158649137898924,0.0074026222784249,-0.0031967912413648,-0.0055949444500199,-0.0060350450167094,-0.0090105711385763,-0.0014748125579816,0.0021050476494879,0.0032279167869742,0.0010893676095529,0.0131037942248313,-0.0053611589163396,0.0008499693245059,0.0174357615043348,-0.0009305247179142,0.0001153409215454,-0.0014464607417494,-0.000352918803403075,-0.0011715562078968497,-0.0017766777902434
3186,2012-03-20,-0.0030904629435916,0.0072627380139706,-0.0104906828930097,-0.0026270917478903,-0.0020270902867834,-0.0009114722844872,0.0030149613442145,0.0014946256079896,0.0052378407518725,0.0055834577019974,-0.0001055753061466,0.0062107871440394,-0.0046980733060354,-0.0038643456814604,0.0031166556720573,0.0058890550398329,0.004259315345349,0.0031638141578258,0.0051407507522479,0.0039201339818699995,0.0028495104306627,-0.0019990037581301334
3187,2012-03-21,0.0024294516048308,0.0019241616129088,0.011934683851045,-0.0082188235621545,-0.0070006150886959,0.0020863374583955,-0.0015267403902657,-0.0035357574025515,0.0084620395222844,0.0096588795075845,-0.0017145953839461,-0.0131058086219673,0.0104891847160216,-0.0060707715422293,-0.0030800957299932,-0.0027262537852918,0.0018468133406163,-0.0017417522480121,0.0,-0.00074375865934725,0.00383902155262305,-0.004928660671623766
3188,2012-03-22,-0.0005311057076186,0.0147499845022428,-0.0094897911820454,-0.0003196853559914,0.0041535986526073,0.0015677609376523,0.0059024171486405,0.0093672222132342,0.0131137323818677,-0.00718644942212,-0.0010867710576611,0.0061129769315158,-0.0113528679182047,0.0029305416347504,0.0025783100280346,-0.0022060324722323,0.0020913782815785,0.0023586753265709,0.0028826306427173,0.002477748569725325,0.00460272330677745,0.001999123076565533
3189,2012-03-23,-0.0043208691286177,-0.0048303850569361,-0.0009867163919681,-0.0083169968392228,0.017651287673921,-0.0088732063164878,-0.0062501269663823,0.0107133986153449,-0.001469353878325,-0.0083509861300836,0.0212849578883829,0.0188981890561581,-0.0056223504677357,0.0160976243755237,-0.0005347574389595,0.0097752005853232,0.0009342420001159,0.0001180572169227,0.0014402389126454,0.0004894451726811249,-0.005682487912805415,0.0183446233126092
3190,2012-03-26,0.0038933212483269,-0.0108704425282918,-0.001878438361966,-0.0107938958579786,-0.0068355104284677,-0.008705237337445,-0.0104513597469035,-0.0003169059675116,-0.0075202651504977,0.005355565732039,-0.00051873958018,0.0104920429167473,0.001464131141144,-0.0070167229910009,0.002286252920756,0.0079156396670881,0.0041427199560311,0.0040792772498461,0.0036435126612637,0.003537940696974225,-0.00471640296379535,-0.0047903243332162
3191,2012-03-27,0.0020681061632999,0.0089626755245053,0.0121875461544247,-0.0090409337747474,-0.0050670884128636,0.0035638917937436,0.000953776013512,-0.0123887751759356,-0.0011590319279466,0.0047339481963076,-0.0032631587216664,0.0008881232050839,0.0093811003368076,-0.0066163039334782,0.0,0.0120718111182542,-0.0003488896580491,-0.0001176596126362,-0.0014462813439341,-0.00047820765365485,0.0031872276272369667,-0.004982183689336067
3192,2012-03-28,0.0011255386796281,0.0046742743102391,0.0167536799372864,0.003037365043029,-0.0016417886487702,0.0002866779829592,0.0077502058633922,-0.0026386083456964,0.0041696900226306,0.0041149543676667,-0.0041541502682611,-0.0076881730011966,-0.0019846816228005,0.002355298768698,0.001991914328306,0.0188452331970362,0.0027201135829991,0.0025126470490659,0.0,0.00180616874009275,0.0036868902044193165,-0.0011468800494444332
3193,2012-03-29,-0.0013509312525219,-0.0027895536710562,-0.0015124518185974,0.0001264328371591,0.0041714321711298,0.0014569325362782,-0.0083905607755763,0.008069358928859,0.0109253694843061,0.0007553628060066,-0.0032302390921081,-0.0024652388259196,-0.0060794861537373,0.0061167958045512,-0.0039986881325303,-0.0457310147329053,-0.0003553243764675,-0.0032364086356389,-0.0014906442869914,-0.002270266357907025,0.0001011031879060836,0.002352662961190967
3194,2012-03-30,0.0025899035279591,-0.0006545374981392,-0.0141218840874207,0.0025709352539477,0.0078083487558799,-0.005282298479501,-0.007003996095566,0.0038415438740664,-0.0116016835779454,-0.0082815760879935,0.0114508676926982,0.0029459139205284,-0.0075573547227167,0.0045229698779775,0.0008900706773404,-0.0088736159889411,-0.0031313847950132,0.0016846916367808,-0.0052885152052635,-0.001461284421538875,-0.005039031368531,0.0079273954421852
3195,2012-04-02,0.0038034025667981,-0.0135366455630181,0.0074861451967874,0.00314505685184,-0.003174855552593,0.003004451068246,-0.0031352518423631,-0.0035441748208384,0.0255912704530802,0.0047425696041918,0.0008661047477445,-0.0076310101280164,-0.0020296086789156,-0.0055458758435119,-0.0042797979647019,-0.0025847251037866,-0.006763790507358,-0.0060704449872734,-0.0081020844264967,-0.0063040294714575,0.00341163271448915,-0.0026182088827868
